variant,size,seed,layers,similarity,run_tag,step,moves,tau,entropy,gini,drift,metrics_file
without_influencer,120,70,1,hybrid,without_influencer_size120_seed70_L1_hybrid,4,88,0.539286,0.421207,0.193774,0.113513,outputs\size_sweep\metrics\without_influencer_size120_seed70_L1_hybrid.csv
without_influencer,120,70,1,hybrid,without_influencer_size120_seed70_L1_hybrid,5,25,0.579385,0.397949,0.183576,0.089551,outputs\size_sweep\metrics\without_influencer_size120_seed70_L1_hybrid.csv
without_influencer,120,70,1,hybrid,without_influencer_size120_seed70_L1_hybrid,6,12,0.60752,0.378689,0.174898,0.068249,outputs\size_sweep\metrics\without_influencer_size120_seed70_L1_hybrid.csv
without_influencer,120,70,1,hybrid,without_influencer_size120_seed70_L1_hybrid,7,7,0.627123,0.361694,0.167199,0.054341,outputs\size_sweep\metrics\without_influencer_size120_seed70_L1_hybrid.csv
without_influencer,120,70,1,hybrid,without_influencer_size120_seed70_L1_hybrid,8,4,0.64125,0.346291,0.160331,0.043557,outputs\size_sweep\metrics\without_influencer_size120_seed70_L1_hybrid.csv
without_influencer,120,70,1,hybrid,without_influencer_size120_seed70_L1_hybrid,9,2,0.651363,0.337946,0.156451,0.035331,outputs\size_sweep\metrics\without_influencer_size120_seed70_L1_hybrid.csv
without_influencer,120,70,1,hybrid,without_influencer_size120_seed70_L1_hybrid,10,5,0.658688,0.328982,0.152576,0.029015,outputs\size_sweep\metrics\without_influencer_size120_seed70_L1_hybrid.csv
without_influencer,120,70,1,hybrid,without_influencer_size120_seed70_L1_hybrid,11,0,0.664157,0.322967,0.149912,0.024658,outputs\size_sweep\metrics\without_influencer_size120_seed70_L1_hybrid.csv
without_influencer,120,70,1,hybrid,without_influencer_size120_seed70_L1_hybrid,12,2,0.668657,0.317344,0.147388,0.020941,outputs\size_sweep\metrics\without_influencer_size120_seed70_L1_hybrid.csv
without_influencer,120,70,2,hybrid,without_influencer_size120_seed70_L2_hybrid,1,622,0.35818,1.089401,0.476106,0.32393,outputs\size_sweep\metrics\without_influencer_size120_seed70_L2_hybrid.csv
without_influencer,120,70,2,hybrid,without_influencer_size120_seed70_L2_hybrid,2,31,0.503777,0.89293,0.39669,0.204362,outputs\size_sweep\metrics\without_influencer_size120_seed70_L2_hybrid.csv
without_influencer,120,70,2,hybrid,without_influencer_size120_seed70_L2_hybrid,3,5,0.572242,0.750593,0.336605,0.135089,outputs\size_sweep\metrics\without_influencer_size120_seed70_L2_hybrid.csv
without_influencer,120,70,2,hybrid,without_influencer_size120_seed70_L2_hybrid,4,4,0.607118,0.671666,0.30303,0.095465,outputs\size_sweep\metrics\without_influencer_size120_seed70_L2_hybrid.csv
without_influencer,120,70,2,hybrid,without_influencer_size120_seed70_L2_hybrid,5,1,0.626746,0.628895,0.284243,0.068454,outputs\size_sweep\metrics\without_influencer_size120_seed70_L2_hybrid.csv
without_influencer,120,70,2,hybrid,without_influencer_size120_seed70_L2_hybrid,6,0,0.638525,0.605712,0.274137,0.051413,outputs\size_sweep\metrics\without_influencer_size120_seed70_L2_hybrid.csv
without_influencer,120,70,2,hybrid,without_influencer_size120_seed70_L2_hybrid,7,2,0.646195,0.590697,0.267469,0.039254,outputs\size_sweep\metrics\without_influencer_size120_seed70_L2_hybrid.csv
without_influencer,120,70,2,hybrid,without_influencer_size120_seed70_L2_hybrid,8,0,0.651403,0.580302,0.26279,0.032043,outputs\size_sweep\metrics\without_influencer_size120_seed70_L2_hybrid.csv
without_influencer,120,70,2,hybrid,without_influencer_size120_seed70_L2_hybrid,9,0,0.655216,0.571428,0.25879,0.026004,outputs\size_sweep\metrics\without_influencer_size120_seed70_L2_hybrid.csv
without_influencer,120,70,2,hybrid,without_influencer_size120_seed70_L2_hybrid,10,0,0.658242,0.563879,0.255461,0.021484,outputs\size_sweep\metrics\without_influencer_size120_seed70_L2_hybrid.csv
without_influencer,120,70,2,hybrid,without_influencer_size120_seed70_L2_hybrid,11,0,0.660595,0.558326,0.252958,0.017616,outputs\size_sweep\metrics\without_influencer_size120_seed70_L2_hybrid.csv
without_influencer,120,70,2,hybrid,without_influencer_size120_seed70_L2_hybrid,12,0,0.662387,0.55211,0.250422,0.015272,outputs\size_sweep\metrics\without_influencer_size120_seed70_L2_hybrid.csv
without_influencer,120,70,3,hybrid,without_influencer_size120_seed70_L3_hybrid,1,101,0.483544,1.122047,0.489985,0.301719,outputs\size_sweep\metrics\without_influencer_size120_seed70_L3_hybrid.csv
without_influencer,120,70,3,hybrid,without_influencer_size120_seed70_L3_hybrid,2,15,0.580487,0.956798,0.424053,0.191425,outputs\size_sweep\metrics\without_influencer_size120_seed70_L3_hybrid.csv
without_influencer,120,70,3,hybrid,without_influencer_size120_seed70_L3_hybrid,3,2,0.619355,0.849341,0.37925,0.1263,outputs\size_sweep\metrics\without_influencer_size120_seed70_L3_hybrid.csv
without_influencer,120,70,3,hybrid,without_influencer_size120_seed70_L3_hybrid,4,3,0.640257,0.793841,0.355499,0.088314,outputs\size_sweep\metrics\without_influencer_size120_seed70_L3_hybrid.csv
without_influencer,120,70,3,hybrid,without_influencer_size120_seed70_L3_hybrid,5,3,0.652418,0.756752,0.339606,0.063752,outputs\size_sweep\metrics\without_influencer_size120_seed70_L3_hybrid.csv
without_influencer,120,70,3,hybrid,without_influencer_size120_seed70_L3_hybrid,6,2,0.659604,0.73572,0.330246,0.047955,outputs\size_sweep\metrics\without_influencer_size120_seed70_L3_hybrid.csv
without_influencer,120,70,3,hybrid,without_influencer_size120_seed70_L3_hybrid,7,1,0.664357,0.721141,0.323967,0.036323,outputs\size_sweep\metrics\without_influencer_size120_seed70_L3_hybrid.csv
without_influencer,120,70,3,hybrid,without_influencer_size120_seed70_L3_hybrid,8,0,0.667543,0.709711,0.318881,0.028183,outputs\size_sweep\metrics\without_influencer_size120_seed70_L3_hybrid.csv
without_influencer,120,70,3,hybrid,without_influencer_size120_seed70_L3_hybrid,9,0,0.669925,0.703649,0.316216,0.022237,outputs\size_sweep\metrics\without_influencer_size120_seed70_L3_hybrid.csv
without_influencer,120,70,3,hybrid,without_influencer_size120_seed70_L3_hybrid,10,0,0.671661,0.696307,0.313049,0.018087,outputs\size_sweep\metrics\without_influencer_size120_seed70_L3_hybrid.csv
without_influencer,120,70,3,hybrid,without_influencer_size120_seed70_L3_hybrid,11,0,0.672925,0.692389,0.311345,0.014466,outputs\size_sweep\metrics\without_influencer_size120_seed70_L3_hybrid.csv
without_influencer,120,70,3,hybrid,without_influencer_size120_seed70_L3_hybrid,12,0,0.674041,0.68857,0.309735,0.011967,outputs\size_sweep\metrics\without_influencer_size120_seed70_L3_hybrid.csv
without_influencer,120,605,1,hybrid,without_influencer_size120_seed605_L1_hybrid,1,3503,0.149945,0.915414,0.405694,0.314477,outputs\size_sweep\metrics\without_influencer_size120_seed605_L1_hybrid.csv
without_influencer,120,605,1,hybrid,without_influencer_size120_seed605_L1_hybrid,2,1525,0.328478,0.635801,0.287709,0.236338,outputs\size_sweep\metrics\without_influencer_size120_seed605_L1_hybrid.csv
without_influencer,120,605,1,hybrid,without_influencer_size120_seed605_L1_hybrid,3,383,0.459963,0.509453,0.232391,0.159202,outputs\size_sweep\metrics\without_influencer_size120_seed605_L1_hybrid.csv
without_influencer,120,605,1,hybrid,without_influencer_size120_seed605_L1_hybrid,4,86,0.534478,0.451085,0.20718,0.111932,outputs\size_sweep\metrics\without_influencer_size120_seed605_L1_hybrid.csv
without_influencer,120,605,1,hybrid,without_influencer_size120_seed605_L1_hybrid,5,22,0.574031,0.424495,0.195505,0.089329,outputs\size_sweep\metrics\without_influencer_size120_seed605_L1_hybrid.csv
without_influencer,120,605,1,hybrid,without_influencer_size120_seed605_L1_hybrid,6,10,0.602355,0.405648,0.187283,0.068036,outputs\size_sweep\metrics\without_influencer_size120_seed605_L1_hybrid.csv
without_influencer,120,605,1,hybrid,without_influencer_size120_seed605_L1_hybrid,7,4,0.621645,0.38722,0.179018,0.054552,outputs\size_sweep\metrics\without_influencer_size120_seed605_L1_hybrid.csv
without_influencer,120,605,1,hybrid,without_influencer_size120_seed605_L1_hybrid,8,2,0.635431,0.372263,0.172169,0.045098,outputs\size_sweep\metrics\without_influencer_size120_seed605_L1_hybrid.csv
without_influencer,120,605,1,hybrid,without_influencer_size120_seed605_L1_hybrid,9,5,0.646022,0.360718,0.166979,0.035667,outputs\size_sweep\metrics\without_influencer_size120_seed605_L1_hybrid.csv
without_influencer,120,605,1,hybrid,without_influencer_size120_seed605_L1_hybrid,10,3,0.653718,0.352019,0.163142,0.030361,outputs\size_sweep\metrics\without_influencer_size120_seed605_L1_hybrid.csv
without_influencer,120,605,1,hybrid,without_influencer_size120_seed605_L1_hybrid,11,0,0.659613,0.345924,0.160418,0.025835,outputs\size_sweep\metrics\without_influencer_size120_seed605_L1_hybrid.csv
without_influencer,120,605,1,hybrid,without_influencer_size120_seed605_L1_hybrid,12,3,0.664358,0.340319,0.157836,0.021787,outputs\size_sweep\metrics\without_influencer_size120_seed605_L1_hybrid.csv
without_influencer,120,605,2,hybrid,without_influencer_size120_seed605_L2_hybrid,1,553,0.36083,1.100958,0.480754,0.320891,outputs\size_sweep\metrics\without_influencer_size120_seed605_L2_hybrid.csv
without_influencer,120,605,2,hybrid,without_influencer_size120_seed605_L2_hybrid,2,28,0.501835,0.916869,0.406683,0.203774,outputs\size_sweep\metrics\without_influencer_size120_seed605_L2_hybrid.csv
without_influencer,120,605,2,hybrid,without_influencer_size120_seed605_L2_hybrid,3,9,0.569063,0.785373,0.351886,0.136734,outputs\size_sweep\metrics\without_influencer_size120_seed605_L2_hybrid.csv
without_influencer,120,605,2,hybrid,without_influencer_size120_seed605_L2_hybrid,4,3,0.605564,0.70794,0.319217,0.094843,outputs\size_sweep\metrics\without_influencer_size120_seed605_L2_hybrid.csv
without_influencer,120,605,2,hybrid,without_influencer_size120_seed605_L2_hybrid,5,2,0.62526,0.667243,0.301782,0.06872,outputs\size_sweep\metrics\without_influencer_size120_seed605_L2_hybrid.csv
without_influencer,120,605,2,hybrid,without_influencer_size120_seed605_L2_hybrid,6,1,0.637489,0.641639,0.290471,0.052628,outputs\size_sweep\metrics\without_influencer_size120_seed605_L2_hybrid.csv
without_influencer,120,605,2,hybrid,without_influencer_size120_seed605_L2_hybrid,7,1,0.6455,0.623226,0.28253,0.041058,outputs\size_sweep\metrics\without_influencer_size120_seed605_L2_hybrid.csv
without_influencer,120,605,2,hybrid,without_influencer_size120_seed605_L2_hybrid,8,1,0.651175,0.610472,0.277204,0.032289,outputs\size_sweep\metrics\without_influencer_size120_seed605_L2_hybrid.csv
without_influencer,120,605,2,hybrid,without_influencer_size120_seed605_L2_hybrid,9,2,0.655246,0.603866,0.274175,0.025751,outputs\size_sweep\metrics\without_influencer_size120_seed605_L2_hybrid.csv
without_influencer,120,605,2,hybrid,without_influencer_size120_seed605_L2_hybrid,10,1,0.658312,0.596218,0.270804,0.022423,outputs\size_sweep\metrics\without_influencer_size120_seed605_L2_hybrid.csv
without_influencer,120,605,2,hybrid,without_influencer_size120_seed605_L2_hybrid,11,1,0.660757,0.587872,0.267076,0.018795,outputs\size_sweep\metrics\without_influencer_size120_seed605_L2_hybrid.csv
without_influencer,120,605,2,hybrid,without_influencer_size120_seed605_L2_hybrid,12,0,0.662747,0.583229,0.264892,0.015874,outputs\size_sweep\metrics\without_influencer_size120_seed605_L2_hybrid.csv
without_influencer,120,605,3,hybrid,without_influencer_size120_seed605_L3_hybrid,1,75,0.48514,1.140693,0.496608,0.302791,outputs\size_sweep\metrics\without_influencer_size120_seed605_L3_hybrid.csv
without_influencer,120,605,3,hybrid,without_influencer_size120_seed605_L3_hybrid,2,14,0.579998,0.974089,0.430759,0.191858,outputs\size_sweep\metrics\without_influencer_size120_seed605_L3_hybrid.csv
without_influencer,120,605,3,hybrid,without_influencer_size120_seed605_L3_hybrid,3,1,0.619351,0.863606,0.385357,0.127736,outputs\size_sweep\metrics\without_influencer_size120_seed605_L3_hybrid.csv
without_influencer,120,605,3,hybrid,without_influencer_size120_seed605_L3_hybrid,4,2,0.641415,0.796651,0.356916,0.089587,outputs\size_sweep\metrics\without_influencer_size120_seed605_L3_hybrid.csv
without_influencer,120,605,3,hybrid,without_influencer_size120_seed605_L3_hybrid,5,0,0.653651,0.761772,0.341815,0.065194,outputs\size_sweep\metrics\without_influencer_size120_seed605_L3_hybrid.csv
without_influencer,120,605,3,hybrid,without_influencer_size120_seed605_L3_hybrid,6,0,0.661126,0.740555,0.332225,0.047279,outputs\size_sweep\metrics\without_influencer_size120_seed605_L3_hybrid.csv
without_influencer,120,605,3,hybrid,without_influencer_size120_seed605_L3_hybrid,7,0,0.665685,0.724425,0.325232,0.035796,outputs\size_sweep\metrics\without_influencer_size120_seed605_L3_hybrid.csv
